-0.12300000000000001
-0.27
-0.5479999999999999
-0.938
-1.41
-1.95
-2.5
-3.03
-3.49
-3.86
-4.12
-4.25
-4.24
-4.09
-3.81
-3.43
-2.96
-2.43
-1.89
-1.36
-0.9009999999999999
-0.525
-0.258
-0.11800000000000001
